DTXSID,Chemical,CASRN,SMILES,Library,Max conc,Median % activity,Tested in CR?,dataset,Comment,UVCB/Markush,NEUTRAL/SALT PAIRS,AQC,QualityCall,T0,T4,Call,SMILES,QSAR_READY_SMILES,MOLECULAR_FORMULA,AVERAGE_MASS,DTXSID,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED
DTXSID8022589,Aminoglutethimide,125-84-8,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,C13H16N2O2,232.283,DTXSID8022589,-1.47097,2.01E-08
DTXSID9032610,Etofenprox,80844-07-1,CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1,ph2,100.0035,51.73568338,N,training,,,,A-A-S Pass,Pass,A,A,S,CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1,CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1,C25H28O3,376.496,DTXSID9032610,7.04879,1.90E-08
DTXSID0047296,Zenarestat,112733-06-9,OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2,ph2,49.9983,59.04283366,N,training,,,,A-A-S Pass,Pass,A,A,S,OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2,OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2,C17H11BrClFN2O4,441.64,DTXSID0047296,3.02532,1.88E-08
DTXSID2032558,Kresoxim-methyl,143390-89-0,CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1,e1k,100,94.02587561,Y,training,,,,A-A-S Pass,Pass,A,A,S,CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1,CON=C(C(=O)OC)C1=CC=CC=C1COC1=CC=CC=C1C,C18H19NO4,313.353,DTXSID2032558,3.39857,1.74E-08
DTXSID3020332,Citric acid,77-92-9,OC(=O)CC(O)(CC(O)=O)C(O)=O,ph2,100,-10.65723768,N,training,,,,A-A-S Pass,Pass,A,A,S,OC(=O)CC(O)(CC(O)=O)C(O)=O,OC(=O)CC(O)(CC(O)=O)C(O)=O,C6H8O7,192.123,DTXSID3020332,-1.64024,1.65E-08
DTXSID8034586,Etoxazole,153233-91-1,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,ph1_v2,66.245,40.06280721,N,training,,,,A-A-S Pass,Pass,A,A,S,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,C21H23F2NO2,359.417,DTXSID8034586,3.76241,1.65E-08
DTXSID1047312,GSK232420A,864283-48-7,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,ph2,99.9985,21.30148328,N,training,,,,A-A-S Pass,Pass,A,A,S,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,C12H9F6N3O,325.214,DTXSID1047312,2.81758,1.63E-08
DTXSID6022927,Didanosine,69655-05-6,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1N=CNC2=O,ph2,100.002,1.658337119,N,training,,,,A-A-S Pass,Pass,A,A,S,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1N=CNC2=O,OCC1CCC(O1)N1C=NC2=C1N=CNC2=O,C10H12N4O3,236.231,DTXSID6022927,-1.23786,1.59E-08
DTXSID8034376,Denatonium benzoate,3734-33-6,[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,e1k,100.001,12.6943842,N,training,,,,A-A-S Pass,Pass,A,ND,S,[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,C28H34N2O3,446.591,DTXSID8034376,0.725033,2.11E-08
DTXSID7035010,Sodium warfarin,129-06-6,[Na+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,[Na+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,C19H15NaO4,330.315,DTXSID7035010,0.67122,1.57E-08
DTXSID2047351,SSR 240612,464930-42-5,Cl.COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC1=CC=C(CN2[C@@H](C)CCC[C@H]2C)C=C1)C(=O)N(C)C(C)C)C1=CC2=C(OCO2)C=C1,ph2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,Cl.COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC1=CC=C(CN2[C@@H](C)CCC[C@H]2C)C=C1)C(=O)N(C)C(C)C)C1=CC2=C(OCO2)C=C1,COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)NC(CC(=O)NC(CC1=CC=C(CN2C(C)CCCC2C)C=C1)C(=O)N(C)C(C)C)C1=CC=C2OCOC2=C1,C42H53ClN4O7S,793.42,DTXSID2047351,4.27903,1.56E-08
DTXSID3023897,Triadimefon,43121-43-3,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,ph1_v2,99.9985,4.659996608,N,training,,,,A-A-S Pass,Pass,A,A,S,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,C14H16ClN3O2,293.75,DTXSID3023897,2.7706,1.51E-08
DTXSID8020381,Deltamethrin,52918-63-5,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,C22H19Br2NO3,505.206,DTXSID8020381,6.20043,1.49E-08
DTXSID0027721,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,10081-67-1,CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1,CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1,C30H31N,405.585,DTXSID0027721,9.24632,1.48E-08
DTXSID1023819,Stavudine,3056-17-5,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,ph2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,CC1=CN(C2OC(CO)C=C2)C(=O)NC1=O,C10H12N2O4,224.216,DTXSID1023819,-0.720437,1.40E-08
DTXSID9021217,Pyrimethamine,58-14-0,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,ph2,100.001,43.57184951,N,training,,,,A-A-S Pass,Pass,A,A,S,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,C12H13ClN4,248.71,DTXSID9021217,2.68994,1.32E-08
DTXSID9032113,Tebuconazole,107534-96-3,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,ph2,99.9975,25.51388567,N,training,,,,A-A-S Pass,Pass,A,A,S,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,C16H22ClN3O,307.82,DTXSID9032113,3.69972,1.29E-08
DTXSID8033562,Hydroxyflutamide,52806-53-8,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,ph2,100.0055,29.77368128,N,training,,,,A-A-S Pass,Pass,A,A,S,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,C11H11F3N2O4,292.214,DTXSID8033562,2.70039,1.24E-08
DTXSID2020262,Chloramben,133-90-4,NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O,ph2,100,93.94335234,Y,training,,,,A-A-S Pass,Pass,A,A,S,NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O,NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O,C7H5Cl2NO2,206.02,DTXSID2020262,0.911652,1.20E-08
DTXSID7029241,"2,4-Bis(1-methyl-1-phenylethyl)phenol",2772-45-4,CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)C(C)(C)C1=CC=CC=C1,ph2,99.9975,97.63598749,Y,training,,,,A-A-S Pass,Pass,A,A,S,CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)C(C)(C)C1=CC=CC=C1,CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)C(C)(C)C1=CC=CC=C1,C24H26O,330.471,DTXSID7029241,6.07289,1.19E-08
DTXSID6020939,Nitrilotriacetic acid,139-13-9,OC(=O)CN(CC(O)=O)CC(O)=O,ph2,91.6425,2.515639999,N,training,,,,A-A-S Pass,Pass,A,A,S,OC(=O)CN(CC(O)=O)CC(O)=O,OC(=O)CN(CC(O)=O)CC(O)=O,C6H9NO6,191.139,DTXSID6020939,-1.61719,1.15E-08
DTXSID4020371,Dapsone,80-08-0,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,ph2,100,24.9769292,N,training,,,,A-A-S Pass,Pass,A,A,S,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,C12H12N2O2S,248.3,DTXSID4020371,0.971703,1.15E-08
DTXSID8021640,Nonanedioic acid,123-99-9,OC(=O)CCCCCCCC(O)=O,e1k,100,20.80110816,N,training,,,,A-A-S Pass,Pass,A,A,S,OC(=O)CCCCCCCC(O)=O,OC(=O)CCCCCCCC(O)=O,C9H16O4,188.223,DTXSID8021640,1.56991,1.09E-08
DTXSID5020366,Cyproterone acetate,427-51-0,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,ph2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C)C(C)=O,C24H29ClO4,416.94,DTXSID5020366,3.40936,1.02E-08
DTXSID5034303,Fluroxypyr-meptyl,81406-37-3,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,ph1_v2,99.9975,84.15083223,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,C15H21Cl2FN2O3,367.24,DTXSID5034303,4.52918,1.01E-08
DTXSID3034664,Imazamox,114311-32-9,COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,ph1_v2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,C15H19N3O4,305.334,DTXSID3034664,0.730687,9.63E-09
DTXSID7037262,Pregnenolone carbonitrile,1434-54-4,[H][C@@]12C[C@@H](C#N)[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,e1k,59.7975,-24.86300497,N,training,,,,A-A-S Pass,Pass,A,A,S,[H][C@@]12C[C@@H](C#N)[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,CC(=O)C1C(CC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C#N,C22H31NO2,341.495,DTXSID7037262,2.57886,9.53E-09
DTXSID0020814,Mestranol,72-33-3,COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,COC1=CC2=C(C=C1)C1CCC3(C)C(CCC3(O)C#C)C1CC2,C21H26O2,310.437,DTXSID0020814,4.15031,8.39E-09
DTXSID4047335,MK-812,851916-42-2,OC(=O)CCC([O-])=O.CO[C@@H]1COCC[C@@H]1[NH2+][C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCC2=C(C1)C=C(C=N2)C(F)(F)F,ph2,75.017,20.8655529,N,training,,,,A-A-S Pass,Pass,A,A,S,OC(=O)CCC([O-])=O.CO[C@@H]1COCC[C@@H]1[NH2+][C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCC2=C(C1)C=C(C=N2)C(F)(F)F,COC1COCCC1NC1CCC(C1)(C(C)C)C(=O)N1CCC2=NC=C(C=C2C1)C(F)(F)F,C28H40F3N3O7,587.637,DTXSID4047335,0.673649,8.34E-09
DTXSID0024052,Dimethipin,55290-64-7,CC1=C(C)S(=O)(=O)CCS1(=O)=O,ph2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CC1=C(C)S(=O)(=O)CCS1(=O)=O,CC1=C(C)S(=O)(=O)CCS1(=O)=O,C6H10O4S2,210.26,DTXSID0024052,-0.167604,3.86E-07
DTXSID2024242,Paclobutrazol,76738-62-0,CC(C)(C)[C@@H](O)[C@@H](CC1=CC=C(Cl)C=C1)N1C=NC=N1,ph1_v2,100,30.37706681,N,training,,,,A-A-S Pass,Pass,A,A,S,CC(C)(C)[C@H](O)[C@H](CC1=CC=C(Cl)C=C1)N1C=NC=N1,CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)N1C=NC=N1,C15H20ClN3O,293.8,DTXSID2024242,3.20214,7.69E-09
DTXSID6043915,"17-((1-Oxohexyl)oxy)pregn-4-ene-3,20-dione",630-56-8,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,e1k,99.9985,29.045285,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,C27H40O4,428.613,DTXSID6043915,5.31542,7.44E-09
DTXSID9047251,CP-122721,145742-28-5,COC1=C(CN[C@H]2CCCN[C@H]2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,ph2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,COC1=C(CN[C@H]2CCCN[C@H]2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,COC1=C(CNC2CCCNC2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,C20H23F3N2O2,380.411,DTXSID9047251,4.0314,6.98E-09
DTXSID5037494,s-Chloroaminoisopropylaminotriazine,6190-65-4,CC(C)NC1=NC(Cl)=NC(N)=N1,e1k,100,15.79327357,N,training,,,,A-A-S Pass,Pass,A,A,S,CC(C)NC1=NC(Cl)=NC(N)=N1,CC(C)NC1=NC(Cl)=NC(N)=N1,C6H10ClN5,187.63,DTXSID5037494,1.51122,6.17E-09
DTXSID2047272,CJ-013610,249296-43-3,CS(O)(=O)=O.CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1,ph2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CS(O)(=O)=O.CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1,CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1,C23H27N3O5S2,489.61,DTXSID2047272,0.469523,5.48E-09
DTXSID2023430,Pentaerythritol tetranitrate,78-11-5,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,e1k,100.002,-0.838004391,N,training,,,,A-A-S Pass,Pass,A,A,S,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,C5H8N4O12,316.135,DTXSID2023430,1.51611,5.47E-09
DTXSID1026081,"3,3',5,5'-Tetrabromobisphenol A",79-94-7,CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,ph2,100,105.7623001,Y,training,,,,A-A-S Pass,Pass,A,A,S,CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,C15H12Br4O2,543.875,DTXSID1026081,6.66284,5.30E-09
DTXSID2022381,meso-Hexestrol,84-16-2,CC[C@@H]([C@@H](CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,ph2,100.0025,101.9893555,Y,training,,,,A-A-S Pass,Pass,A,A,S,CC[C@@H]([C@@H](CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C18H22O2,270.372,DTXSID2022381,4.27384,5.20E-09
DTXSID5032600,Cyclanilide,113136-77-9,OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl,ph1_v2,100.2265,96.3948108,Y,training,,,,A-A-S Pass,Pass,A,A,S,OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl,OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl,C11H9Cl2NO3,274.1,DTXSID5032600,2.68349,5.15E-09
DTXSID6021456,FD&C Yellow 6,2783-94-0,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=C(C=C1)C=C(C=C2)S([O-])(=O)=O,ph2,100.003,97.88128843,Y,training,,,,A-A-S Pass,Pass,A,A,S,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=C(C=C1)C=C(C=C2)S([O-])(=O)=O,OC1=C(N=NC2=CC=C(C=C2)S(O)(=O)=O)C2=C(C=C1)C=C(C=C2)S(O)(=O)=O,C16H10N2Na2O7S2,452.36,DTXSID6021456,1.7788,4.95E-09
DTXSID0037495,Deisopropylatrazine,1007-28-9,CCNC1=NC(N)=NC(Cl)=N1,ph1_v2,100,20.24758352,N,training,,,,A-A-S Pass,Pass,A,A,S,CCNC1=NC(N)=NC(Cl)=N1,CCNC1=NC(N)=NC(Cl)=N1,C5H8ClN5,173.6,DTXSID0037495,1.15045,4.93E-09
DTXSID8034588,Famoxadone,131807-57-3,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,ph1_v2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,C22H18N2O4,374.396,DTXSID8034588,4.64939,4.82E-09
DTXSID7047279,CP-532623,261947-38-0,CC[C@@H]1C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C2=C(C=CC(=C2)C(F)(F)F)N1C(=O)OC(C)C,ph2,100,41.73314356,N,training,,,,A-A-S Pass,Pass,A,A,S,CC[C@@H]1C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C2=C(C=CC(=C2)C(F)(F)F)N1C(=O)OC(C)C,CCC1CC(N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C2=C(C=CC(=C2)C(F)(F)F)N1C(=O)OC(C)C,C27H27F9N2O3,598.51,DTXSID7047279,6.31831,4.71E-09
DTXSID6047363,Volinanserin,139290-65-6,COC1=C(OC)C(=CC=C1)[C@H](O)C1CCN(CCC2=CC=C(F)C=C2)CC1,ph2,100,-16.85392021,N,training,,,,A-A-S Pass,Pass,A,A,S,COC1=C(OC)C(=CC=C1)[C@H](O)C1CCN(CCC2=CC=C(F)C=C2)CC1,COC1=CC=CC(C(O)C2CCN(CCC3=CC=C(F)C=C3)CC2)=C1OC,C22H28FNO3,373.468,DTXSID6047363,3.10599,4.53E-09
DTXSID5032442,Imidacloprid,138261-41-3,[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1,ph1_v2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1,[O-][N+](=O)\\N=C1/NCCN1CC1=CN=C(Cl)C=C1,C9H10ClN5O2,255.66,DTXSID5032442,0.573492,4.36E-09
DTXSID4047383,AVE3247,1437319-46-4,[Na+].[O-]C(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=NC2=C1)C(=O)NC1CCN(CC1)C1CC1,ph2,100,46.21178376,N,training,,,,A-A-S Pass,Pass,A,A,S,[Na+].[O-]C(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=NC2=C1)C(=O)NC1CCN(CC1)C1CC1,OC(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=NC2=C1)C(=O)NC1CCN(CC1)C1CC1,C25H23ClN5NaO4S,547.99,DTXSID4047383,3.76998,4.31E-09
DTXSID8024159,Isoxaben,82558-50-7,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,ph1_v2,100,79.55566314,N,training,,,,A-A-S Pass,Pass,A,A,S,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,C18H24N2O4,332.4,DTXSID8024159,3.93986,4.15E-09
DTXSID0021337,Thiabendazole,148-79-8,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,ph1_v2,99.9985,21.78864009,N,training,,,,A-A-S Pass,Pass,A,A,S,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,C10H7N3S,201.25,DTXSID0021337,2.46847,4.04E-09
DTXSID6047319,Carabersat,184653-84-7,CC(=O)C1=CC2=C(OC(C)(C)[C@H](O)[C@H]2NC(=O)C2=CC=C(F)C=C2)C=C1,ph2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CC(=O)C1=CC2=C(OC(C)(C)[C@H](O)[C@H]2NC(=O)C2=CC=C(F)C=C2)C=C1,CC(=O)C1=CC=C2OC(C)(C)C(O)C(NC(=O)C3=CC=C(F)C=C3)C2=C1,C20H20FNO4,357.381,DTXSID6047319,3.20416,4.04E-09
DTXSID0020076,Amitrole,61-82-5,NC1=NNC=N1,e1k,,,,blind test,<100 Mas,,,A-A-S Pass,Pass,A,A,S,NC1=NNC=N1,NC1=NNC=N1,C2H4N4,84.082,DTXSID0020076,-0.920745,4.41E-07
DTXSID6042234,Octyl beta-D-glucopyranoside,29836-26-8,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,C14H28O6,292.372,DTXSID6042234,1.45722,3.93E-09
DTXSID3024154,Iprodione,36734-19-7,CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,ph1_v2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,C13H13Cl2N3O3,330.17,DTXSID3024154,2.99839,3.76E-09
DTXSID5023900,Benomyl,17804-35-2,CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2,ph1_v2,99.998,40.41271105,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2,CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2,C14H18N4O3,290.323,DTXSID5023900,2.11888,3.69E-09
DTXSID5022437,Nordihydroguaiaretic acid,500-38-9,CC(CC1=CC(O)=C(O)C=C1)C(C)CC1=CC=C(O)C(O)=C1,e1k,99.9975,108.5662786,Y,training,,,,A-A-S Pass,Pass,A,A,S,CC(CC1=CC(O)=C(O)C=C1)C(C)CC1=CC=C(O)C(O)=C1,CC(CC1=CC(O)=C(O)C=C1)C(C)CC1=CC=C(O)C(O)=C1,C18H22O4,302.37,DTXSID5022437,3.09059,3.59E-09
DTXSID9047334,MK-968,NOCAS_47334,F[C@@H](CO[C@H]1CC[C@@H](CC1)NC1=C2C=NN=C2N=CN1)C1=CC=CC=C1F,ph2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,F[C@@H](CO[C@H]1CC[C@@H](CC1)NC1=C2C=NN=C2N=CN1)C1=CC=CC=C1F,FC(COC1CCC(CC1)NC1=C2C=NN=C2N=CN1)C1=CC=CC=C1F,C19H21F2N5O,373.408,DTXSID9047334,2.60817,3.53E-09
