DTXSID,Chemical,CASRN,SMILES,Library,Max conc,Median % activity,Tested in CR?,,,,
DTXSID6047527,"Adipic acid, polypropyleneglycol, laurate",66456-53-9, ,ph2,100,34.27461385,N,,,,
DTXSID4021717,4-Chloro-3-methylphenol,59-50-7,CC1=C(Cl)C=CC(O)=C1,ph2,100,85.78603241,Y,,,,
DTXSID3032620,Hexaflumuron,86479-06-3,FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,ph2,100,-18.93140472,N,,,,
DTXSID3047267,CP-642931,NOCAS_47267,C[C@@H](O)C1=NC(=CC=N1)N1[C@@H](C)CN(C[C@H]1C)C1=NC(C)=NC(C)=N1,ph2,50,0.423342451,N,,,,
DTXSID0042400,Sodium hexyldecyl sulfate,1120-01-0,[Na+].CCCCCCCCCCCCCCCCOS([O-])(=O)=O,ph2,49.8809,78.03867843,N,,,,
DTXSID3026691,Triacetin,102-76-1,CC(=O)OCC(COC(C)=O)OC(C)=O,ph2,100,4.241607372,N,,,,
DTXSID9048512,Ro 23-7637,107071-66-9,O=C(CCCCCCCCC1=CN=CC=C1)N1CCC(CC1)C=C(C1=CC=CC=C1)C1=CC=CC=C1,ph2,91.4785,-38.28973779,N,,,,
DTXSID6025068,Dihexyl phthalate,84-75-3,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,ph2,100,17.68533434,N,,,,
DTXSID9021390,"1,2,3-Trichloropropane",96-18-4,ClCC(Cl)CCl,ph2,100,10.70079458,N,,,,
DTXSID4027367,1-Tetradecene,1120-36-1,CCCCCCCCCCCCC=C,ph2,100,9.611800752,N,,,,
DTXSID6032514,"1,2-Benzenedicarboxaldehyde",643-79-8,O=CC1=CC=CC=C1C=O,ph2,100,98.01636186,Y,,,,
DTXSID2020507,"N,N-Dimethylaniline",121-69-7,CN(C)C1=CC=CC=C1,ph2,103.253,26.00625244,N,,,,
DTXSID5025152,Dimethyl succinate,106-65-0,COC(=O)CCC(=O)OC,ph2,100,4.992204975,N,,,,
DTXSID9027522,Octrizole,3147-75-9,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,ph2,100.002,49.24034292,N,,,,
DTXSID7022413,Isoeugenol,97-54-1,COC1=CC(C=CC)=CC=C1O,ph2,100,88.77561153,Y,,,,
DTXSID9036515,Testosterone propionate,57-85-2,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,ph2,99.998,31.28661746,N,,,,
DTXSID5032361,"2,2-Dibromo-3-nitrilopropionamide",10222-01-2,NC(=O)C(Br)(Br)C#N,ph2,99.9985,25.75459734,N,,,,
DTXSID9048516,PharmaGSID_48516,NOCAS_48516,[Na+].FC1=CC=C(C(=O)[N-]S(=O)(=O)\C=C\C2=CC=CC=C2)C(Cl)=C1,ph2,100.003,92.73029214,Y,,,,
DTXSID8020127,3'-Azido-3'-deoxythymidine,30516-87-1,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,ph2,100,1.955534468,N,,,,
DTXSID3020627,Fluconazole,86386-73-4,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,ph2,100.002,8.774486545,N,,,,
DTXSID1021877,2-Chloroethanol,107-07-3,OCCCl,ph2,99.998,10.22503898,N,,,,
DTXSID1047285,PHA-00568487,527680-56-4,O=C(N[C@H]1CN2CCC1CC2)C1=CC2=C(OCCO2)C=C1,ph2,100,-1.829422955,N,,,,
DTXSID9021554,Decanoic acid,334-48-5,CCCCCCCCCC(O)=O,ph2,104.391,93.65213855,Y,,,,
DTXSID0047535,Butyryl-n-trihexylcitrate,82469-79-2,CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,ph2,99.9975,1.670894103,N,,,,
DTXSID3025049,Diethylene glycol monomethyl ether,111-77-3,COCCOCCO,ph2,100,10.32022828,N,,,,
DTXSID8047264,CP-283097,171866-31-2,O[C@@H]1[C@@H](COC2=CC(O)=CC=C12)N1CCC(O)(CC1)C1=CC=C(F)C=C1,ph2,50,59.62516098,N,,,,
DTXSID6027921,"Dipropylene glycol, dibenzoate",27138-31-4,"C*.C*.O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1 |c:15,17,22,24,t:13,20,lp:4:2,6:2,9:2,12:2,14:2,m:1:10.11,3:7.8|",ph2,99.999,34.72907219,N,,,,
DTXSID2026943,Pentaerythritol,115-77-5,OCC(CO)(CO)CO,ph2,99.999,7.732282943,N,,,,
DTXSID2027593,4-Chlorobenzotrichloride,5216-25-1,ClC1=CC=C(C=C1)C(Cl)(Cl)Cl,ph2,100.0025,98.77932784,Y,,,,
DTXSID2021864,"2,4-Dimethylphenol",105-67-9,CC1=CC(C)=C(O)C=C1,ph2,103.342,66.90278375,N,,,,
DTXSID5021386,"2,4,6-Trichlorophenol",88-06-2,OC1=C(Cl)C=C(Cl)C=C1Cl,ph2,100,99.98305429,Y,,,,
DTXSID6020359,Cyclohexanone,108-94-1,O=C1CCCCC1,ph2,100,1.020131499,N,,,,
DTXSID7047279,CP-532623,261947-38-0,CC[C@@H]1C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C2=C(C=CC(=C2)C(F)(F)F)N1C(=O)OC(C)C,ph2,100,41.73314356,N,,,,
DTXSID3042423,Sucrose octaacetate,126-14-7,[H][C@]1(O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,ph2,100,15.13950539,N,,,,
DTXSID0021965,"1,2,4-Trichlorobenzene",120-82-1,ClC1=CC(Cl)=C(Cl)C=C1,ph2,100,7.479391249,N,,,,
DTXSID1029677,Silica,7631-86-9,O=[Si]=O,ph2,100,8.671528218,N,,,,
DTXSID2021600,Heptanoic acid,111-14-8,CCCCCCC(O)=O,ph2,100,43.3437267,N,,,,
DTXSID8024284,1-Methoxy-2-propanol,107-98-2,COCC(C)O,ph2,99.9745,7.866196706,N,,,,
DTXSID8025595,"N,N'-Methylenebisacrylamide",110-26-9,C=CC(=O)NCNC(=O)C=C,ph2,99.9985,50.27307934,N,,,,
DTXSID8026224,Triethylene glycol dimethyl ether,112-49-2,COCCOCCOCCOC,ph2,100,1.544071021,N,,,,
DTXSID7026029,Sodium dehydroacetate,4418-26-2,[Na+].C\C([O-])=C1/C(=O)OC(C)=CC1=O,ph2,100.001,41.65370229,N,,,,
DTXSID9023380,Norethindrone,68-22-4,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],ph2,99.983,15.84853199,N,,,,
DTXSID2022179,Pentachloropyridine,2176-62-7,ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl,ph2,100.002,55.97844506,N,,,,
DTXSID0020654,Geranyl acetate,105-87-3,CC(C)=CCC\C(C)=C\COC(C)=O,ph2,100,24.64922389,N,,,,
DTXSID8020597,Ethylene glycol,107-21-1,OCCO,ph2,100.6945,4.883752457,N,,,,
DTXSID0047456,"2-Norbornene-5,6-dicarboxylic anhydride",826-62-0,O=C1OC(=O)C2C3CC(C=C3)C12,ph2,100.033,5.296084208,N,,,,
DTXSID6021402,"1,2,4-Trimethylbenzene",95-63-6,CC1=CC(C)=C(C)C=C1,ph2,103.9975,17.84780378,N,,,,
DTXSID6021828,Acetophenone,98-86-2,CC(=O)C1=CC=CC=C1,ph2,99.977,19.53839897,N,,,,
DTXSID6021032,N-Nitrosodi-n-propylamine,621-64-7,CCCN(CCC)N=O,ph2,99.9705,8.870941048,N,,,,
DTXSID1023819,Stavudine,3056-17-5,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,ph2,100.002,9.777672338,N,,,,
DTXSID6020224,gamma-Butyrolactone,96-48-0,O=C1CCCO1,ph2,100,11.25417894,N,,,,
DTXSID1047528,Benzyloctyl adipate,58394-64-2,CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1,ph2,100,13.4527584,N,,,,
DTXSID5024891,Cytarabine hydrochloride,69-74-9,Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,ph2,100,8.652477462,N,,,,
DTXSID7024873,Cyanuric acid,108-80-5,OC1=NC(O)=NC(O)=N1,ph2,99.3605,8.176918199,N,,,,
DTXSID0047327,MK-578,313994-79-5,CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(C[C@H]2C[C@@H](C[C@@H]2C2=CC=CC(F)=C2)N(C)[C@H](C(C)C)C(O)=O)CC1,ph2,100,9.614993561,N,,,,
DTXSID9032113,Tebuconazole,107534-96-3,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,ph2,99.9975,25.51388567,N,,,,
DTXSID3024869,Cumene hydroperoxide,80-15-9,CC(C)(OO)C1=CC=CC=C1,ph2,99.998,44.22230313,N,,,,
DTXSID8023927,p-Bromodiphenyl ether,101-55-3,BrC1=CC=C(OC2=CC=CC=C2)C=C1,ph2,99.996,87.5923541,Y,,,,
DTXSID7021780,Diethyl phthalate,84-66-2,CCOC(=O)C1=CC=CC=C1C(=O)OCC,ph2,99.998,44.11638145,N,,,,
DTXSID0020604,4-Vinyl-1-cyclohexene diepoxide,106-87-6,C1OC1C1CCC2OC2C1,ph2,100,8.245780519,N,,,,
DTXSID6022472,Butylbenzene,104-51-8,CCCCC1=CC=CC=C1,ph2,100.0035,16.02726696,N,,,,
DTXSID8029600,Methacrylamide,79-39-0,CC(=C)C(N)=O,ph2,100.0025,9.162225679,N,,,,
DTXSID9020087,(E)-Anethole,4180-23-8,COC1=CC=C(\C=C\C)C=C1,ph2,100,25.43550464,N,,,,
DTXSID3036496,Levonorgestrel,797-63-7,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],ph2,99.998,18.00570704,N,,,,
DTXSID3042219,Propylbenzene,103-65-1,CCCC1=CC=CC=C1,ph2,100.0405,9.66921982,N,,,,
DTXSID2020428,Dichloroacetic acid,79-43-6,OC(=O)C(Cl)Cl,ph2,100,10.35384463,N,,,,
DTXSID8021519,2-(2-Butoxyethoxy)ethanol,112-34-5,CCCCOCCOCCO,ph2,100,8.734939759,N,,,,
DTXSID3031862,Perfluorohexanoic acid,307-24-4,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,100.0385,96.4041212,Y,,,,
DTXSID9021392,Triethanolamine,102-71-6,OCCN(CCO)CCO,ph2,99.9915,5.858507959,N,,,,
DTXSID1020485,C.I. Disperse Black 6 dihydrochloride,20325-40-0,Cl.Cl.COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,ph2,100,110.4487223,Y,,,,
DTXSID8025096,Dimethyl adipate,627-93-0,COC(=O)CCCCC(=O)OC,ph2,100,79.87819006,N,,,,
DTXSID0040707,4-Pentylaniline,33228-44-3,CCCCCC1=CC=C(N)C=C1,ph2,99.999,89.36826408,Y,,,,
DTXSID6020939,Nitrilotriacetic acid,139-13-9,OC(=O)CN(CC(O)=O)CC(O)=O,ph2,91.6425,2.515639999,N,,,,
DTXSID9020168,Bis(chloroethyl) ether,111-44-4,ClCCOCCCl,ph2,100,7.048192771,N,,,,
DTXSID2026781,4-Methyl-2-pentanol,108-11-2,CC(C)CC(C)O,ph2,99.972,11.9559101,N,,,,
DTXSID6035152,"1-(Hydroxymethyl)-5,5-dimethylhydantoin",116-25-6,CC1(C)N(CO)C(=O)NC1=O,ph2,99.9985,3.921236359,N,,,,
DTXSID3026223,Triethylene glycol diacetate,111-21-7,CC(=O)OCCOCCOCCOC(C)=O,ph2,100,12.61099437,N,,,,
DTXSID4047252,Ingliforib,186392-65-4,O[C@H]([C@H](CC1=CC=CC=C1)NC(=O)C1=CC2=CC(Cl)=CC=C2N1)C(=O)N1C[C@H](O)[C@H](O)C1,ph2,99.982,52.24958602,N,,,,
DTXSID3047261,"(2S,3S)-3-Methyl-2-(3-oxo-1,2-benzothiazol-2(3H)-yl)pentanoic acid",177785-47-6,CC[C@H](C)[C@H](N1SC2=CC=CC=C2C1=O)C(O)=O,ph2,100,13.58586716,N,,,,
DTXSID1021821,2-Butanone oxime,96-29-7,CCC(C)=NO,ph2,99.998,-0.81034422,N,,,,
DTXSID5031131,Dipentyl phthalate,131-18-0,CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC,ph2,100,49.6344086,N,,,,
DTXSID9024699,tert-Butyl perbenzoate,614-45-9,CC(C)(C)OOC(=O)C1=CC=CC=C1,ph2,100,21.40501792,N,,,,
DTXSID5024394,Acetic acid,64-19-7,CC(O)=O,ph2,100,3.641577061,N,,,,
DTXSID1040112,Ethyl heptanoate,106-30-9,CCCCCCC(=O)OCC,ph2,100.019,23.78494624,N,,,,
DTXSID5023742,Warfarin,81-81-2,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,ph2,100,93.23186414,Y,,,,
DTXSID9020164,Pentaerythritol dibromide,3296-90-0,OCC(CO)(CBr)CBr,ph2,100,2.021505376,N,,,,
DTXSID6020856,N-Methyl-2-pyrrolidone,872-50-4,CN1CCCC1=O,ph2,100.001,7.94265233,N,,,,
DTXSID7021869,p-Cresol,106-44-5,CC1=CC=C(O)C=C1,ph2,100.054,20.40143369,N,,,,
DTXSID1027924,Diisodecyl hexanedioate,27178-16-1,"C*.C*.CCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCC |lp:13:2,15:2,21:2,22:2,m:1:23.24.25.26.27.28.29.30,3:12.11.10.9.8.7.6.5|",ph2,100.003,4.559139785,N,,,,
DTXSID6027131,"1H-1,2,4-Triazole",288-88-0,N1C=NC=N1,ph2,100.002,2.322580645,N,,,,
DTXSID0021254,Safrole,94-59-7,C=CCC1=CC=C2OCOC2=C1,ph2,99.9815,26.10752688,N,,,,
DTXSID3024657,3-Bromo-1-propanol,627-18-9,OCCCBr,ph2,100,24.21872247,N,,,,
DTXSID0047533,Tri-n-octyl trimellitate,89-04-3,CCCCCCCCOC(=O)C1=CC=C(C(=O)OCCCCCCCC)C(=C1)C(=O)OCCCCCCCC,ph2,100.8635,3.326164875,N,,,,
DTXSID9048518,PharmaGSID_48518,NOCAS_48518,FC1=CC(Br)=C(C=C1)C(=O)NS(=O)(=O)\C=C\C1=CC=CS1,ph2,100,92.67538644,Y,,,,
DTXSID2026076,Tannic acid,1401-55-4, ,ph2,35.00255,94.02106895,Y,,,,
DTXSID1047526,C10-21 alkanesulfonic acids phenyl esters,91082-17-6, ,ph2,100,6.508960573,N,,,,
DTXSID2047270,Besonprodil,253450-09-8,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,ph2,100,-16.27240143,N,,,,
DTXSID6027397,"Sorbitan, mono-(9Z)-9-octadecenoate",1338-43-8,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,ph2,50.001,55.54733467,N,,,,
DTXSID1026665,3-Pyridinecarbonitrile,100-54-9,N#CC1=CN=CC=C1,ph2,100.013,5.491039427,N,,,,
DTXSID4044581,2-tert-Butyl-4-ethylphenol,96-70-8,CCC1=CC(=C(O)C=C1)C(C)(C)C,ph2,100,87.94632241,Y,,,,
DTXSID1024126,Heptachlor epoxide B,1024-57-3,[H][C@]12[C@@H]3O[C@@H]3[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,ph2,99.997,-20.17404785,N,,,,
DTXSID3047558,2-(Perfluorohexyl)ethyl methacrylate,2144-53-8,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,100.002,9.448028674,N,,,,
DTXSID2021288,Sucrose,57-50-1,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,ph2,100.001,8.08221505,N,,,,
DTXSID0024000,Chlorthal-dimethyl,1861-32-1,COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl,ph2,99.8655,99.67233908,Y,,,,
DTXSID5020152,Benzyl alcohol,100-51-6,OCC1=CC=CC=C1,ph2,99.986,43.34284607,N,,,,
DTXSID5021754,"5,5-Dimethylhydantoin",77-71-4,CC1(C)NC(=O)NC1=O,ph2,100.5805,9.699337523,N,,,,
DTXSID3040722,4-Cyclohexylcyclohexanol,2433-14-9,OC1CCC(CC1)C1CCCCC1,ph2,100,82.66215692,N,,,,
DTXSID7037185,Amiodarone hydrochloride,19774-82-4,Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,ph2,99.9825,48.35993376,N,,,,
DTXSID5020811,Mercuric chloride,7487-94-7,[Cl-].[Cl-].[Hg++],ph2,99.999,94.30292781,Y,,,,
DTXSID6047282,CP-671305,445295-04-5,C[C@@H](OC1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C3OCOC3=C2)C(F)=C1)C(O)=O,ph2,100,11.13979956,N,,,,
DTXSID9047255,CP-465394,NOCAS_47255,[Na+].CC(C)C1=CC=CC(C(C)C)=C1NC(=O)[N-]S(=O)(=O)C1=CC(=CO1)C(C)(C)O,ph2,50.0015,37.27195516,N,,,,
DTXSID9047598,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]",41481-66-7,OC1=C(CC=C)C=C(C=C1)S(=O)(=O)C1=CC(CC=C)=C(O)C=C1,ph2,100.0015,98.12211535,Y,,,,
DTXSID2021286,Styrene oxide,96-09-3,C1OC1C1=CC=CC=C1,ph2,99.993,18.24331466,N,,,,
DTXSID5047299,CP-422935,NOCAS_47299,CS(O)(=O)=O.CCOC1=CC=CC(=C1)[C@]1(CC[C@H](C)CC1)N1CCN(CC1)C1=CC=CC=C1,ph2,100,15.51554272,N,,,,
DTXSID5029055,"4-Nonylphenol, branched",84852-15-3, ,ph2,100,104.2384526,Y,,,,
DTXSID6022474,Corticosterone,50-22-6,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,ph2,100.0275,12.64516129,N,,,,
DTXSID6025014,Benzal chloride,98-87-3,ClC(Cl)C1=CC=CC=C1,ph2,100,12.37275986,N,,,,
DTXSID7041623,Benodanil,15310-01-7,IC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1,ph2,99.999,73.64267343,N,,,,
DTXSID3021932,Diethanolamine,111-42-2,OCCNCCO,ph2,99.999,14.55197133,N,,,,
DTXSID1047312,GSK232420A,864283-48-7,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,ph2,99.9985,21.30148328,N,,,,
DTXSID6047363,Volinanserin,139290-65-6,COC1=C(OC)C(=CC=C1)[C@H](O)C1CCN(CCC2=CC=C(F)C=C2)CC1,ph2,100,-16.85392021,N,,,,
DTXSID5044576,"Citric acid, triethyl ester, acetate",77-89-4,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,ph2,100,12.09104807,N,,,,
DTXSID5047376,AVE2865,648917-13-9,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,ph2,50,21.4705986,N,,,,
DTXSID9020740,1-(p-Chlorobenzoyl)-5-methoxy-2-methyl-Indole-3-acetic acid,53-86-1,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,ph2,100.0015,101.7060932,Y,,,,
DTXSID3047265,CP-471358,NOCAS_47265,ONC(=O)C1(CCCC1)N(CCC(O)=O)S(=O)(=O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1,ph2,100,30.03910792,N,,,,
DTXSID4022991,Erythromycin,114-07-8,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ph2,25.0006,13.39534228,N,,,,
DTXSID8027034,"2-(Hydroxymethyl)-2-nitro-1,3-propanediol",126-11-4,OCC(CO)(CO)[N+]([O-])=O,ph2,100,11.44086022,N,,,,
DTXSID2021028,N-Nitrosodiethylamine,55-18-5,CCN(CC)N=O,ph2,99.9975,7.297491039,N,,,,
DTXSID8020123,Azobenzene,103-33-3,C1=CC=C(C=C1)N=NC1=CC=CC=C1,ph2,100,88.84895888,Y,,,,
DTXSID0047539,"Hexane-1,6-diyl dibenzoate",22915-73-7,O=C(OCCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,ph2,100.0015,26.75545221,N,,,,
DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",101-61-1,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,ph2,99.9985,46.16143466,N,,,,
DTXSID9021427,Urethane,51-79-6,CCOC(N)=O,ph2,99.997,26.92473118,N,,,,
DTXSID4047389,SAR 150640,433212-21-6,Cl.CCOC(=O)C1=CC=C(C=C1)[C@H]1CC[C@@H](CC1)NC[C@H](O)COC1=CC=C(O)C(NS(C)(=O)=O)=C1,ph2,100.011,61.40648887,N,,,,
DTXSID5021336,Theophylline,58-55-9,CN1C2=C(NC=N2)C(=O)N(C)C1=O,ph2,100,9.373195176,N,,,,
DTXSID3048520,Piragliatin,625114-41-2,CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](C[C@H]1CCC(=O)C1)C(=O)NC1=NC=CN=C1,ph2,25,8.888888889,N,,,,
DTXSID5023792,4-Nitrotoluene,99-99-0,CC1=CC=C(C=C1)[N+]([O-])=O,ph2,100,17.95399235,N,,,,
DTXSID5047538,"Pentane-1,5-diyl dibenzoate",6624-73-3,O=C(OCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,ph2,100,16.33155638,N,,,,
DTXSID9043938,Monobenzyl phthalate,2528-16-7,OC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,ph2,99.9975,70.69078615,N,,,,
DTXSID3025469,Isopentyl alcohol,123-51-3,CC(C)CCO,ph2,100,0.999536447,N,,,,
DTXSID4020666,Glycidol,556-52-5,OCC1CO1,ph2,100,2.87261328,N,,,,
DTXSID7029241,"2,4-Bis(1-methyl-1-phenylethyl)phenol",2772-45-4,CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)C(C)(C)C1=CC=CC=C1,ph2,99.9975,97.63598749,Y,,,,
DTXSID5021885,"2-Methyl-2,4-pentanediol",107-41-5,CC(O)CC(C)(C)O,ph2,104.61,13.13194642,N,,,,
DTXSID6022345,"o,p'-DDT",789-02-6,ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl,ph2,99.998,22.54316839,N,,,,
DTXSID4027608,Terbutylazine,5915-41-3,CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1,ph2,100.002,60.96013443,N,,,,
DTXSID2037712,"4,4',4''-Ethane-1,1,1-triyltriphenol",27955-94-8,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,ph2,99.998,100.2396811,Y,,,,
DTXSID2021993,Dibenzofuran,132-64-9,O1C2=CC=CC=C2C2=C1C=CC=C2,ph2,99.9985,42.41800904,N,,,,
DTXSID1020807,2-Mercaptobenzothiazole,149-30-4,SC1=NC2=C(S1)C=CC=C2,ph2,99.988,100.9562014,Y,,,,
DTXSID3020209,Butylparaben,94-26-8,CCCCOC(=O)C1=CC=C(O)C=C1,ph2,100.002,100.0883036,Y,,,,
DTXSID0048505,PharmaGSID_48505,NOCAS_48505,CC1=C2N=C(C3=CC=CC=C3Cl)C3=C(NC2=NN1)C=CC(=C3)[N+]([O-])=O,ph2,99.997,89.9090277,Y,,,,
DTXSID1021455,C.I. Acid Yellow 23,1934-21-0,[Na+].[Na+].[Na+].[O-]C(=O)C1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=O)N(N1)C1=CC=C(C=C1)S([O-])(=O)=O,ph2,99.992,97.56534464,Y,,,,
DTXSID0047537,Dioctyl sebacate,2432-87-3,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,ph2,50,14.46575501,N,,,,
DTXSID0022777,Celecoxib,169590-42-5,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,ph2,99.9985,56.9040445,N,,,,
DTXSID4047331,MK-547,331623-06-4,[Na+].[Na+].CCCCC1=NC2=C(C=C1)[C@@H]([C@H]([C@@H]2C1=CC=C(OC)C=C1C[C@H](C)C([O-])=O)C([O-])=O)C1=CC2=C(OCO2)C=C1,ph2,99.9925,69.29250203,N,,,,
DTXSID3044203,Pioglitazone hydrochloride,112529-15-4,Cl.CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,ph2,99.9985,88.71480472,Y,,,,
DTXSID1021378,Trichloroacetic acid,76-03-9,OC(=O)C(Cl)(Cl)Cl,ph2,100,-0.877853749,N,,,,
DTXSID7025132,"1,2-Dimethyl-3-nitrobenzene",83-41-0,CC1=CC=CC(=C1C)[N+]([O-])=O,ph2,100,55.98698153,N,,,,
DTXSID7021607,Hexanoic acid,142-62-1,CCCCCC(O)=O,ph2,100.053,11.22827016,N,,,,
DTXSID4020161,Biphenyl,92-52-4,C1=CC=C(C=C1)C1=CC=CC=C1,ph2,100.0165,53.46252494,N,,,,
DTXSID4021848,N-Ethyl-3-methylaniline,102-27-2,CCNC1=CC(C)=CC=C1,ph2,100,13.29528335,N,,,,
DTXSID2047276,CP-409092,194098-25-4,CNCC1=CC=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1,ph2,100,2.158419284,N,,,,
DTXSID0024052,Dimethipin,55290-64-7,CC1=C(C)S(=O)(=O)CCS1(=O)=O,ph2,100,30.12226214,N,,,,
DTXSID0020943,5-Nitro-o-anisidine,99-59-2,COC1=C(N)C=C(C=C1)[N+]([O-])=O,ph2,100.0015,68.97960366,N,,,,
DTXSID6020692,Methenamine,100-97-0,C1N2CN3CN1CN(C2)C3,ph2,102.0945,21.65455646,N,,,,
DTXSID3021358,Tolazamide,1156-19-0,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,ph2,100.003,12.76219724,N,,,,
DTXSID3042059,Isopentyl butyrate,106-27-4,CCCC(=O)OCCC(C)C,ph2,100,6.80553946,N,,,,
DTXSID2020268,Chlorendic acid,115-28-6,OC(=O)C1C(C(O)=O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,ph2,100.0035,69.58222274,N,,,,
DTXSID9027441,Octabenzone,1843-05-6,CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,ph2,100.002,92.65558002,Y,,,,
DTXSID2020890,6-Methyl-2-thiouracil,56-04-2,CC1=CC(=O)NC(=S)N1,ph2,100,16.55174412,N,,,,
DTXSID8044175,Clove leaf oil,8000-34-8, ,ph2,100,85.65403249,Y,,,,
